No,message,score,socre2
3370,因去过郑州，长垣伯玉车管所竟然还不让进门 您好领导，我驾照3月31日到期，3月25日戴着口罩去伯玉车管所办理更换驾照。进门先让扫描几个二维码，显示我去过郑州，保安直接拒之门外，说门上贴着去过郑州的隔离14天之后才让办理。我问哪里规定，说这是我们这里的规定，当前郑州已经开放堂食，郑州市长还摘掉口罩去公园，鼓励大家复工复产。可是咱车管所还有这规定。#战疫情 抓复产——意见建议与问题线索征集#,6,5.5
3371,垃圾污染 小区垃圾和小区外餐馆垃圾都堆放到13栋楼下面，13栋楼对面还是幼儿园。每天臭气冲天，垃圾堆放也影响出入。,7,5
3372,市政道路井盖 我于2021年7月19日中午许，骑车沿武威市凉州区凉都大道由南向北的非机动车道行驶到荣华桥南公交车站附近时，一路面安装低于路面10CM的井盖，且井盖边缘人为的用水泥砌成于路面成直角的水泥台，致使我栽到在路上，导致我的面部（其中两颗门牙松动）、手部、手臂、腿部多处血流不止（有当时照片为证），手机屏幕摔碎。 受伤后我先后通过市长热线联系区住建局市政管理中心、武威市供排水集团，但至今未明确事主单位。 我不知道还能找哪个部门反映，只好麻烦书记在百忙之中解决一下。,7,3.5
3373,滨河花园商业街 20号棚户区，协议安置在槐花园社区商业街什么时候安置还原。咨询你们几次，都说在安装电表，前几天去看了，电表箱里面都是空的。诉求，什么时候安置还原，请领导给个准确答复,6,4.5
3374,经常半夜施工 罗湖区红岭北路城脉中心工地：不要半夜施工！实在太扰民！,7,7.5
3375,郸城建业城顶楼严重漏水 市长您好，郸城建业城顶楼大部分都漏水严重，顶部和墙体均漏水和渗水，维修整改后还是漏水严重，希望有关部门能协商解决问题，非常感谢！,6,4.5
3376,防疫政策中“所在县（市、区、旗）”如何界定 防疫政策中“所在县（市、区、旗）”如何界定，刚刚给12345打电话，只让给读政策，无详细解答，所以才来这里咨询，请领导给一个明确的答复，聊城高唐区有新增，那么聊城东昌府区的人可以进京吗？辛苦您帮忙解答一下,4.5,4.5
3377,丰台区卢沟桥路两边脏乱差 领导好，卢沟桥路两边脏乱差已经历史悠久，并且卢沟桥路与14号线地铁郭庄子站通勤小路同样脏乱差。在疫情期间建立了围栏，导致道路拥堵不堪，两车对向行驶都无法通过，并且两边还乱停车。五里店住户上下班通勤只能通过郭庄子站上地铁。请领导整治卢沟桥路以及郭庄子道路脏乱差的问题。,7,5.5
3378,辞退女员工 合同3月到期后正常工作、休假、等待工作安排。但是一直未续签。9月份再次派我前往国外工作，但因他们证件办理问题导致我被遣返并隔离期间将我口头辞退 且在2年合同期间一直未给我交社保 在此期间本人多次联系企业协商解决，但各部门互相推诿。请求联系企业与我进行协商并尽快解决,6,6
3379,邯郸市金世纪新城回迁九年了至今办不房产证 邯郸市丛台区东庄村，2008年拆迁由金世纪公司拆迁，2012年回迁，至今九年了办不了房产证，盼望领导急百姓之所急，抓紧给办房产证，谢谢,6,4.5
3380,房地产开发商挪用资金拖延工期 尊敬的市长您好，我是万事达九号楼的业主，九号楼已经建了两三年了到现在还没完工交房，我们多数人都是还着贷款还住不上房，原合同签的是2020年7月31号交房，迄今为止开发商没有任何途径回复业主，我们找到售楼部，工作人员一再推脱没有任何有利的回复，工地每天就几个工人在干活，看不到任何的进展，还望领导能够现场督促工程进展，尽快交房给我们全体业主一个交代。感谢领导，我代表万事达9号楼全体业主向您表示感谢,6.5,4.5
3381,坚决反对663路调整 663路是东丽湖地区连接李公楼，卫国道，天津站地区的唯一线路，居然公示要缩线，这样会给我们通勤带来极大不便，请领导制止其胡乱规划的行为。,7,5.5
3382,"久敬佳园物业违规收费 久敬佳园物业，乱收停车费！ 北京住宅类小区临停车费一小时临时进入的社会车辆,首小时内不计费,超过1小时按2元/小时收取(不足1小时按1小时计费),每天(24小时以内)最高收取10元。 与物业签订的服务合同关于停车管理也是如此规定的。可现物业不经业委会与业主大会擅自改变收费价格！从15分钟就开始计时，并不设每日封顶。",5.5,5
3383,铁塔公司树立信号塔，未征求意见 铁塔公司在红线外树立信号塔，但此区域为拍地时用地协议内供开发商使用的6000平米内的区域，交付后归还政府。铁塔公司树立信号塔时未征求开发商意见，且无规划详细手续。,6,5
3384,老百姓看病报销比例实际不到65 广东省医保报销比例低，医保要扣除入院比例费用，再计算报销比例，实在不合理。而扣除的自负部分费用是干嘛用地，医院也没有明确的说明，建议废除，提高老百姓看病报销比例，减轻看病越来越贵的社会问题。谢谢！,6.5,5.5
3385,长兴路13号华联家属院老旧小区一户一表改造 长兴路13号华联家属院2020年纳入老旧小区改造计划，目前已完工将近一年，但改造中包括的一户一表电改未进行，电费高达0.7元左右。长兴路办事处一直回复说在进行，可是没有任何人施工，2021年年12月我也向惠济区进行过投诉，办事处回复等电力公司环网柜施工，目前又过去了3个月，从来没见到有人施工。请求郑州市政府领导督促长兴路办事处在2个月时间内完成华联家属院一户一表改造工作，使居民早日用上平价电。,6.5,4.5
3386,重庆房产税 我是外地人口，在重庆无户籍、无工作、无企业，2018年8月在重庆市刚买了大学城的一套住宅（套内面积60平方米），住宅名称：富力城天禧，改住宅于2019年12月交房.像我这种情况用不用交房产税？还有在哪里可以查得到房产税的基本情况？,2,5
3387,庞庄街道新庞庄菜市场内小区何时能通燃气？ 庞庄街道新庞庄菜市场内小区何时能通燃气？老年人扛不动气罐，再说也不安全啊，希望领导重视一下,5,5
3388,包工头多次欺骗拖延农民工工资不结 包工头多次欺骗拖延农民工工资不结，多方求助无门，请求领导协调解决 我等4人2020年六月份在包头市艾不盖河水里工程打工，发了部分工钱。包工头雷x保并未当场结清工资，承诺几天后就给结清，我等多次催促依然各种借口不给。目前欠我等4人7500元，年底多次催，他本人竟然拒接电话，联系包头市劳动稽查大队求助，雷承诺腊月26给钱，可是此人毫无诚信可言，一再欺骗，腊月29还在欺骗不给。我们是农名工，每年赚的都是血汗钱，难道获得自己应有的劳动收入就这么难吗？？,7,7
3389,开发商一房多卖，相关部门无作为 尊敬的领导您好，我家于2016年3月份在金台区永兴巷“永兴苑”（原名盐业大厦）小区购买一套住宅，由于开发商问题导致楼房多年无法建成，直到今年楼房建成封顶，因为当时看着是市里的牵头旧城改造工程，所以想着应该没有啥问题，结果一等多年。而现如今楼房已经建好，开发商又以各种理由故意 不交房。而多数业主已经拿到钥匙，部分业主已经装修完成，而我们至今却拿不到钥匙。反应多次无果，金台区办事处负责人每次都说处理好了，结果开发商还是那个样子，以各种理由推脱不给交房交钥匙。现如今开发商售楼部人员告诉我们他们把房子卖给了别人，我们想要房子不可能，我们不知道开发商这样是谁给他们的勇气欺负老百姓，百姓无小事。希望领导能帮帮我们解决这个大难题，为人民群众做主，万分感谢领导。,6.5,3.5
3390,屋顶漏水一直没有人来维修 我们是南坪东路4号消防队家属楼的房屋，20年前单位买断后，现在属于公房处管理，房屋一直漏雨，预约了一年一直没有人来修理，严重影响正常居住，公房处的人一直说在排队，还把防漏材料拿到楼顶上了，但就是一直没有人来处理，现在又是阴雨季，更为严重，希望有关部门为我们处理一下，谢谢！,5,4.5
3391,营商环境差珺悦国际办公楼园区有严重供暖问题 尊敬的领导您好！ 大兴区生物医药基地天华大街九号院，珺悦国际办公楼园区14栋高层三千套办公室。朝北面03/04/05/06/07户型有1650套办公室，靠玻璃幕墙房间在每年冬至入九后，12月下旬到来年2月中旬期间。室温普遍低于18℃不达标，在15℃上下。和裕集团邦达地产开发，其晟邦物业和业主签的供暖合同，又给天蓝碧海科技公司负责供暖服务。北面没太阳晒取暖，大面积玻璃幕墙保温性差。供暖收43元一建筑平米商业供暖费，在15号楼B2锅炉房买来医药基地工业热气加热水，在地暖集中供热。为了谋取暴利降低供热成本投入，买的工业热气不足，烧的进回水温度不高。根据地暖住宅国标，进水温度需50℃，回水温度降低7℃内不低于43℃。热水在办公室地板下地暖管里流动太慢水都凉了。热水主要在主干管道里流动循环，进入锅炉房里需要加热的水量减少很多，也能降低需要加热水的工业热气量，花的供热成本投入就少都变成不正当利润。（如主干水管和三千套办公室地暖管里的水有200吨，但实际回流循环到锅炉房里需要热气传导加热只有100吨回水，自然省了很多买工业热气的钱。领导来测水温还都烫手，水温达标）。请医药基地管委会予以解决供暖问题，营商环境恶劣问题。,7,5.5
3392,求有关领导帮帮我们农民工讨要工资 谢谢领导关心，我是一个班组的一个农民工带表，我们在和田县经济开发区干的2019年的公租房c5区的3#4#7#8#楼的内墙涂料刷白活，2020年六月份结束的，到现在还没拿上工资，劳动局也去了，到现在马上过年了我们还是没拿上我们的工资钱，我们干活的公司是，新疆建疆工程有限责任公司，希望领导看到能督促有关部门帮助帮助我们吧！,6,2
3393,咸阳奥园枫丹名郡开发商 高层交房前存在问题汇总：因楼层大厅进户门上锁和地库封闭状态，目前仅限小区公共可见部分21个问题点。各业主认真阅读可以加紧补充完善，争取一次性解决问题。维权路上太累人啦！请问开发商(奥园地产)如下21个问题点，如何看待？1.高层入户业主由南门入口进小区上没有任何扶梯的台阶，经由中间通道下台阶进入电梯。这样过山车式设计理念从何构思？若遇老年人行动不便或残障人群如何回家呢？业主抱着襁褓中婴儿人群或推。2.目前正南门出人员及车库门出入口对的是永昌路绿化带，车辆如何回小区车库？辅道(非机动车道)能常期借道吗？出了事故和交警罚单怎么办？3．小区内两车库出入口和外界道路高度没有明显落差，遇到大暴雨，排水系统跟不上，出现倒灌现象。车库内的车辆怎么办？4．高层北面建如此多地上车库，请问做何用途？另目前地下车库数量是否当时宣传所讲1;1的比例（770个）？如何做到人车分流？如何保障业主及家人的生命安全？,7,5.5
3394,我要回家！！！！ 2013年10月在党的关怀下，安徽省合肥市玻璃总厂、华贝皮革厂职工回迁在东七里站街道采石路华贝小区1--4号楼（街道指定新华物业）。2021年在1--4号楼南侧新建了5-10号楼（街道指定物业长城物业）。当初合肥市规划局规划就是完整的一个小区（有规划图为证）。如今，东七里站街道硬生生地用牢房一样的铁栏杆把1--4号楼与新建5-10号楼分裂，不允许老业主从安全、便捷的采石路东大门回家，天下奇闻，一个小区两个物业，难道是在搞分裂吗为什么非要搞两个物业、安装铁栏杆，搞分裂呢？【人民的心声】1--4号楼业主们渴望并要求：1.华贝小区1--10号楼是一个整体，不容分裂！采石路东大门必须让大家回家！2.新建5-10号楼的地势太高，一下大雨，导致3-4号楼一片汪洋，无法回家，解决排水不畅问题！【求助，我们每家都有老人、孩子、上班族，请帮帮我们，在，我要回家！我要安全、便捷的回家！感谢不尽！,6,3.5
3395,商铺口停车被拍 本人家住田家庵区肉厂大门口，于九月一日下午14.25分在楼下门面交车离非机动车道很远，结果被球头拍下，到支队申诉被告知是一大队乱拍，让去一大队3号窗口申诉，一大队不同意撤销让找支队，互相推诿，现在求助领导，希望解决问题！,5.5,4.5
3396,晋江市西滨小学三年(3)班更换班主任 尊敬的领导：我们是来自晋江市西滨镇中心小学，2021年秋季三年（3）班的家委们。这学期，校方在我们不知情，直接更换我们班上的班主任兼语文老师，导致学生们心理承受等各方面造成影响。暑假期间，原班主任李老师不断地通过钉钉打卡等要求学生们每日阅读、作业等方面进行打卡。然而开学伊始，却急剧地突然接到换班主任的通知。三年级，可以说是学生时代的一道坎，突然更换班主任，势必会给学生们造成一定的影响。我们在征求校方领导（校方和副校长）意见后，得不到有效、有措施的改善，以及给我们的满意答复。不得己才上留言板上来投诉。希望能给我们一个解决方案。,6,4.5
3397,科目三考试 科目三我都等了将近一个半月了迟迟没有消息，工作都不敢找害怕耽误工作，除了张掖驾考中心不能考，别的地方都能考，就问一下自己教练，说快了快了，还说让我们去临泽和高台去考一个小时就要三百八，让我们这考生咋过，能不能考虑考虑我们考生的感受。眼看都要过年了，年过完还得出去工作，就是让这科目三耽误。 麻烦领导给我们个准信。谢谢,7,4
3398,支付宝被异地冻结，不明原因 尊敬的董市长您好，我个人支付宝1889***8846@163.com，实名信息黄**，被隆尧县公安局刑警大队冻结了，我个人支付宝没有进行过任何违法犯罪行为，账户也没有被盗用，就莫名其妙的被冻结了，这里我咨询一下被冻结的原因以及解冻手续，祝您生活愉快，谢谢,5,4
3399,元林理想国项目迟迟不给办证为哪般？ 新乡元林理想国项目3年多被卡不给办证，明显是政府相关部门不作为损害业主利益的行为，当初卖地给开发商的时候有说污水处理厂改造问题吗？之后拿这个本是市政工程的问题卡开发商3年多之久，导致工程至今无法开工，把明生问题放在一边，为哪般？,8,6.5
3400,街道门牌号 领导您好！我是中国电信哈尔滨分公司道外的营业厅，社区告知大新街改成友谊东路了，期间社区来给贴了两回门牌号都没整对，在这之前我已经催过两次了问什么时候能给贴新的，社区说他们也没办法，门牌号政府统一做，统一发放，图片里画圈是门牌号的位置，上面他们粘的胶我用除胶剂没整下去，硬往下整就容易把墙体蓝底整坏了更难看，就得等门牌号回来还往那个位置粘才能弥补，现由于北京集团一把手要到哈尔滨走访营业厅，主要就是看营商环境，此状况会造成电信营商环境不良，且没有门牌号已影响到电信公司服务民生，不方便用户导航到厅办理业务，已造成两笔相关投诉，也不符合哈尔滨对于整顿营商环境的要求.门牌号虽然面积小但是却代表着街道形象，并且门牌号这件小事相信不是不可以解决的问题，请求领导协调帮助，烦请相关部门一定一定尽快解决！感谢,6,4
3401,医保单位联系电话不通  市长您好 拨打医疗单位咨询电话（(0351) 236 6791 ）70余次 一直无法接通或正在通话中 即使有偶尔打通也无人接听 再次拨打又变成无法接通或正在通话 联系电话疑似形式摆设 只能去为民服务中心解决 集中去定点地方人满为患 耽误一天时间也无法全部解决 极大的影响了我们普通市民的有效需求  希望能解决此问题  谢谢,6.5,4.5
3402,能否在教育上给予多胎家庭支持 1. 国家为解决低生育率的问题，倡导开放三胎生育。那有没有可能在教育与医疗资源上给予多胎家庭一定的支持。比如在平衡诸多因素的考量下在学区划分与升学的指标上给予倾斜。 2. 因为现在许多家庭为平衡教育资源，将更多的资金与时间花费在课外培训辅导上，同时呢，国家政策也不培训市场的非正常发展。,7,5
3403,彭家沟社区旭日家园房屋漏水 本人家住旭日家园4号2-703，房屋漏水一直没人维修,6.5,6
3404,广海花园西边工业地块 林书记，想咨询天河区广海花园西边的工业地块是什么原因未开发，未来什么时候会开发呢？软件园科韵园区道路一直是断头路，阻塞交通，不知道何时能合理规划开通。,5,5
3405,老旧小区楼道杂物堆放 领导，你好，我是赛罕区煤田公交小区居民，我所在的小区楼道内堆放杂物，上下楼很不方便，尤其是在拿点东西的时候，行走都需要侧着身子，更别提如果有个紧急情况该怎么办。楼道也是生命通道，望领导们能给解决一下。,6,4.5
3406,兰州新区异地搬迁 家住山区林地边缘，属于贫困户，但这次搬迁没有我们村，但我家想搬到兰州新区，可以报名吗？,1.5,4.5
3407,锦波街附近小区出行难 领导好，锦波街与坞城南路交叉口33所小区大门朝北，出门便是锦波街，没有人行道，没有非机动车道，夜间没有路灯，锦波街晚上大车居多，存在巨大安全隐患，望领导考虑非机动车或人行道，或小区改出行大门，谢谢，急盼解决。,7,3.5
3408,宁武县焱安热力不作为 我是山西省忻州市宁武县的一名普通老百姓，家住学府路农机局院内，住的是楼房，现在窗户已经全部用塑料布封住了。我们是宁武县焱安热力供暖，可是这数九寒天的，我们的取暖费是全额交的，但是温度却是打了好几折的，家里一直保持在11到13度之间，这温度真是一塌糊涂啊，我家水管已经冻了两次了，到地方领导留言也已经三年了，但是一直没有得到根本解决，每次焱安热力来家后，总是找一堆的借口，他们搪塞我们老百姓的口头禅真是绝啊，管道问题，天气太冷，气温下降，管网井里面温度是够的，可就是温度起不来他们没有办法。在这里我就想问问如果北方像南方一样温暖，还用的着他们供暖公司吗？现在美丽的宁武县，至少我们这个小区，老人在家冻的出不了被窝，小孩冻的感冒难受，全家人取暖白天靠太阳，晚上靠电暖气，说实话这供暖温度自己感冒了都怀疑是不是感染了疫情，成天活的提心吊胆啊，老百姓活的真难啊。真心希望林书记能出来给老百姓吃个定心丸，给我们老百姓解决解决这实际性的民生问题啊。我们要求不高，平均温度能达到16度就行， 在这里我恳请咱领导关注一下山西老百姓的心声，在这大冷的冬天让老百姓看到一线阳光，让老百姓心里有一丝暖意，下面是我家的温度照片,7,2.5
3409,教育建议 韶关小学教育与发达地区相比有差距，提3点建议。 1.尽可能每个科目设置专任教师，既要落实课程计划，更要确保各科教学质量。 2.要求学校专项报告用于课堂教育教学活动的经费开支，确保较大比例的教育经费用于课堂教育教学。 3.学校行政人员换届解散，由校长重新组建，打破行政人员固化局面。,4,6
3410,获奖文件 您好，看到其他市区关于甘肃省教育科学研究院《2020年学前、中小学、高等教育教学优秀论文获奖》名单十二月份就公布出来了，怎么陇南市关于改项的获奖文件迟迟不公布啊！,3,6
3411,小区管理脏乱差，业委会形同虚设 我是蜀山区凤凰城2期业主，小区自成立业委会以来，三年了从不对物业公司管理进行监督和考核，导致小区地面卫生脏，车辆管理乱，小区环境差。业委会形同虚设，业主们在业主群里提出小区卫生没人扫，管理差，业委会人员玩消失，从不回答业主的疑问，甚至把不同意见的业主从群中踢出，不给发言。业主们苦不堪言！,7,5.5
3412,九大街国大锦官城迟迟交不了房 领导您好，我是九大街国大锦官城的业主，买了这个小区的房几年了，因开发商资金链断裂一直没有明显起色，20年下半年开发商找了建筑公司垫资进行建设，有了一点动静，我们以为希望来了，谁知道近期又停工了，工地一片废墟，就二三个工人在施工，交房时间一拖再拖，请领导关注一下。,7,4.5
3413,关于明秀东路至秀厢大道扩建皂角路事件 书记你好，我是当代锦园业主，关于明秀东路至秀厢大道扩建皂角路事件，为什么迟迟不见施工，,4,6
3414,蛋壳公寓违规隔断出租 举报蛋壳公寓违规隔断，北京市丰台区大红门街道彩虹城一区3单元1001，原本为三居室，违规将客厅隔断出四室并出租，现在疫情期间人员流动以及过多人口聚集会加速疫情传染，请尽快拆除！,7,5
3415,太原市人民医院社保问题 本人于2019年12月入职至今，院方未缴纳社保，院方表示入职满一年才予缴纳社保，是否合理合法，根据国家法律规定，入职当月就该缴纳社保，请领导明察。本人已第三次反应该问题，希望领导重视。,7,4
3416,西仰陵新村一些问题 2.11号楼1、2单元是外来购房，要缴纳物业费，本无可厚非，但物业费做了什么，总得让人知道呀，单元里面也不见经常打扫卫生的，楼道内东西坏了也是业主们自掏腰包修理，不交物业费，物业不给重水电费，仗着自己是本村人员对业主还冷嘲热讽。,7,6
3417,"我们所投诉的问题没有解决，被敷衍推诿 尊敬的省长:您好，再次向您申诉，是因为，之前求助的事件(id:8790008）,没有解决，张家口通泰运输集团有限公司根本就没有按回复:“安排专人对线路的实际上座率重新测算，根据测算结果重新核定承包费，我认为应该从实际出发，减轻经营者负担，今年每车最少减免三到四个月的承包费，”请您帮帮我们吧，实在是太难了",3,3.5
3418,四季华庭小区北侧道路仁和支路 尊敬的领导您好。四季华庭小区北侧道路是整个小区车库及消防救援车出入的主入口，现在施工围挡建起已半月有余，再无任何动静，施工无任何进度可言，更是无人管理。小区业主入住已有多半，这样的施工直接导致车辆及消防救援车无法进出，如果小区着火发生灾难，所有业主将孤立无援，后果将不堪设想。 希望建设方、监理方、施工方各方结合实际情况未雨绸缪，考虑小区车辆及消防救援车辆进出小区，采取合理有效的施工措施，防患于未然，加快施工进度，保质保量早日完工，为市容市貌建设添砖加瓦。,7,5.5
3419,因2009年修建高铁一直未补宅基地，现在村户 1.2009年因修建高铁占用我家房屋及宅基地，至今一直未给予落实补发宅基地。2.父亲只有农户，没有农宅，至今因没有宅基地没给确权。,2,5
3420,黄岛区香梅华府B区地下车库7年未交付业主使用 青岛市黄岛区香梅华府B区自2013年交房到现在，已有7年了，小区现已住满了人，地面车位不够用，给小区的居民生活带来了不便，而地下车库在那闲着都不给用，资源白白的浪费，让人心痛!希望帮忙解决此事，让小区居民出入有个方便。 近期天一物业私下发出通知，地下车位以230+50元/月的价格租售业主（法律规定最高价格300元/月），我们小区为普通住宅小区，住户都是平民老百姓，那能接受了这么高的价格，而且地下车库阴暗、潮湿甚至地下电梯位置都没有抹灰，墙面有涂鸦裸露着混凝土墙面，希望帮忙解决此事，最好能以50+50元/月租售。 谢谢!,7,4.5
3421,废品收购站露天经营包括存放易燃易爆物品 南岗区振兴街51号4单元1楼5室。居民窗户在废品收购站院内。废品收购站一直露天经营，露天存放废弃物，包括易燃易爆物品，居民有照片视频依据。街道办事处，回复无权管理，管理范围小贩占道，废品收购站不存在露天经营行为。 这家废品收购站露天经营依据确凿。这个收购站特殊，没有部门可以管理。哪个部门能管，政府能不能管，哪个部门管辖，做出答复。,6,5
3422,工勤人员转管理岗为什么等一年 尊敬的省委书记您好！ 我是一名机关工勤人员，先后从事会计、宣传干事、机关支部宣传委员、工会委员等职务，还是省作协会员、摄影家协会会员。放弃参公身份转到事业单位想转管理岗，市人社局说等一年才能转。查阅文件没有这一规定，请书记百忙之中过问一下此事，帮我们工勤人员解难。谢谢！,4,4
3423,宏德幸福里交房多年，始终办不了不动产证 领导您好，我是日照市东港区昭阳路宏德幸福里小区的业主。现在房子交房五年有余了，当时我们业主交的契税，维修基金等办证费用都被开发商挪用，现在开发商破产了，其中牵扯到我们小区土地抵押，银行不同意解封，导致我们小区不能办理不动产分户证。,5,5
3424,益点通教育违规招收学员 领导您好，我于2021年四月在益点通（北京）教育科技有限公司报名考取一级消防工程师的培训，当时通过微信转账交费6980元，后来因为他们录制的课程对我来说难度太大，根本听不明白，询问得知我根本不符合考试条件，考取一级消防工程师需要大专以上学历而且国家要求需要毕业6年以上相关工作，我作为一个高中都没毕业的人来说谈何容易？而且我报名之前他们询问我已经把学历情况都如实告知他们机构了，他们培训机构明知不合格还要收取培训费的行为属于违法，我多次协商退费无果，所以我请求领导帮助我要求他们退还我的学费！,7,3
3425,对公积金中心管理新规的看法 贵阳市公积金管理中心出台了新规，对于商转公的规定直接是“4月15日前签了商品房买卖合同，且5月份之前申请商转公的适用于以前的规定”。对于这条规定，一般大众的理解是这两个条件都要满足才能商转公。以前商转公的规定是要有产权证书才能办理商转公。但是对于我们这些在2017年就已经在贵阳市签订了商品房买卖合同的购房者来说，因为开发商的原因一直无法办理产权证；也有因开发商的原因一直延期交房的购房者来说以后根本就办理不了公积金贷款了，每个月的还款压力太大了。而且造成这样结果的是违约的房开，而不是广大的购房者，不能将房开商的错误累积到普通购房者的身上。从“法不朔及既往”的原则，这个新规直接损害了我们的期待权，而且也不符合公平原则。制订涉及民生的规定按程序应当先举行听证会，希望能够更改新规定的内容。希望书记能能为广大民众、民生，监督这些新规范性文件。,7,5.5
3426,廊坊首开东区交房车位配套没跟上问题 首开东区2020年11月份首批交房，车位要等到22年底左右才能交付使用。现在的车辆占有率这么高，小区群里抱怨最多的就是停车问题。 建议领导关注解决一下，车位交付前停车问题。（现在小区内不让停，车位没交付）。 另外，建议集中整治一下廊坊物业管理和收费问题，让老百姓有渠道申诉，物业有监督。解决实实在在的问题，城市化上来了，但是城市服务也要跟上。,6,5
3427,关于蔡家阳光城悦江山停工 我是蔡家阳光城悦江山灏境组团业主，阳光城项目从年前停工至今3.04未复工，现求助领导帮助。 1.开发商发2月26日公众号发布该项目全面复工，后经实地查看该项目并未复工，希望开发商告知真实复工计划及是否能按期交房。 2.项目监管资金是否有被抽离或有缺失，剩余监管资金是否能保障后期工程建设。 3.项目目前有其他新建项目在售，是否可以先归集资金先用于保障交楼。 作为一名刚需购房者，掏光所有积蓄贷款买房，十分不愿意看见房子烂尾，阳光城悦江山几百业主都很焦虑、无助，望领导给予回复，谢谢。,6,4
3428,农民苦，农民难，农民工工资真难要 书记您好， 我是武威市凉州区四坝镇北仓村农民温虎泰，我在天祝福瑞房地产开发公司开发并修建的天祝县秀龙苑小区，由贾玉*负责修建秀龙苑4#楼工程中担任施工队长，在此施工的过程中，我负责找来的技术员、电工、瓦工、普工等9人在此干活（2017年5月至2018年7月共计出勤380多天），在此期间未拿到一分钱工资（工资总额42.6万元），去年年底也曾到劳动监察大队投诉寻求帮助，可是却没有任何作用。 时至今日，我等又去劳动监察大队投诉，可是仍无结果。这都又到年底了，找贾玉*要钱也要了无数次了，贾玉*也没钱给，实在没办法了，只好找书记帮帮我们，帮我们讨要血汗钱了，拜托了。,7.5,4
3429,沧州经济开发区人才激励津贴迟迟不发放 领导您好，我是沧州经济开发区的一名职工，2018年来到沧州经济开发区工作，2019年1月份，沧州经济开发区颁布“狮城精英”人才引进激励政策，于沧州经济开发区管理委员会官网可查到相关政策及全部内容，时至今日，时隔近3年，该政策尚未得到落实，多次反馈沧州开发区及沧州市长热线，并没有得到有效回馈，尤其开发区管委会一直找借口搪塞，激励金拖着不发放。截止2021年11月，所有材料都已上交，问题仍未解决，请领导关注！！！国家激励政策补贴资金应该早已到账，全国其他地区基本很快就能发放，沧州经济开发区迟迟不发放不知是何原因，还请领导明查让群众安心。,6,4
3430,美好再也不美好 尊敬的住建局领导：您好。我是曲江美好时光4期3号楼业主。项目原定于2022年7月30日交房，目前房屋主体己完工，但自去年年底因为开发商(西安名流置业)拖欠承包商（中建三局）巨额工程款，项目停工。年会在我们业主的努力下，三局答应复工。但是近个月的工程进度非常之缓慢，开发商分包项目无任何消息。曲江是我们西安着力打造面向全国的金名片，恳请市住建局与曲江管委会共同出面为我们解决难题，保证项目正常交付。,6,3
3431,湛河区神马大道中房印象小区供暖问题 你好书记 ！ 我就想知道我们中房印象小区今年能通暖气吗,1.5,5
3432,成立党支部相关事宜求助咨询 尊敬的市领导： 您好，我是一个普通的企业员工（药学硕士，10年党龄，北漂一族），现有个人党员关系转移事项请求咨询，因为我觉的我遇到的困难和问题很多人也会遇到，带有普遍性，恳请各位领导百忙之余能抽时间指导： （1）个人能否成立一个党支部，按时缴纳党费，定期学习组织安排的教育？我知道个人不能保管自己的档案，有3个以上党员的地方就可以向上级党委申请成立党支部，但是目前，我在原有单位跳槽到新的一家公司以后，新单位没有党支部，也没有接管党员档案的地方，该单位的党员都是将自己的档案寄回家里的人力资源和社会保障局，这样的事情我之前经历过，党组织关系转回到老家村委会后，人在北京工作，组织关系在老家，交党费的时候委托父亲大老远从城里到乡里去缴纳党费，非常非常不方便，我也没有在网上查到能挂靠的联合党支部，一时之间，党员关系转移没有解决的方案。 （2）我非常珍视自己党员的身份，虽然只是普通的工人，但我一直严格要求自己，也希望将党员的身份一直持续下去，可是现在，对于我们这个群体，拥有较高的学历，只能在北京这样的大城市找到合适的工作，却买不起这里的房子没有户口，也就没有一个正常的街道归属，工作的单位又无法解决党员关系转移之事，转回老家又面临着现实中的诸多不便，真的心力交瘁精疲力竭，所以就想，能否个人联合2-3个正式党员一起，成立一个党支部，就不用麻烦别人处理我们的事情，这样我们可以继续党组织生活，但是，又不知道我们的上级党委是谁，怎么个流程，该向谁申请，诸多问题皆不明了，故发帖求助。 请各位领导，念在我对党一片赤诚之心的份上，告诉我一下，我能否个人成立党支部，怎么样的操作方式，我们也是人民，我们的幸福感获得感也应该稍稍考虑一下啊，我就是想继续当一个党员而已，谢谢！ 此致 敬礼,4,4
3433,集体土地性质房屋不能正常流通交易 尊敬的书记您好：我是呼和浩特赛罕区学苑西街奈伦小区居民，近日去赛罕区不动产登记中心了解到，奈伦小区土地属于集体土地，业主不能正常办理房屋买卖的过户，去年小区居民多次反映问题，至今无法妥善解决，请书记予以协助解决，感谢书记！,6,4.5
3434,求助多年未办理房产证，无法上户口 尊敬的领导： 您好，我是金凤区康苑雅居的住户，小区属于拆迁安置房，从2012年就已经入住到现在小十年了，可房产证一直没有办法办理。咨询了征地办，说是还没有收到国控公司提交的具备办理房产证的名单。国控公司又说康苑雅居的拆迁安置房不属于他们负责，属于工业园区，也联系不到。现在多年过去，也无法上户口，没有房产证很多事情都耽误了。请领导督促一下具体是哪个环节的问题，让我们的房产证可以顺利办理下来。,6,4
